"cc","FloodPhenomenaID","Year","StartDate","EndDate","Number_FE","Number_FL","EUUOMCODE","FP_Severity","FP_Duration","FP_Extension","SourceOfFlooding","CharacteristicsOfFlooding","MechanismOfFlooding","FrequencyCategory","Area","Source","OtherSources"
"ES","ES-2007-05-22",2007,22/05/2007,24/05/2007,8,8,"ES050","Very High",2,"","Fluvial","","","",,"FD","Data on Degree_TotalDamage obtained from EM-DAT, Data on Fatalities obtained from EM-DAT"
"ES","ES-2007-06-09",2007,09/06/2007,10/06/2007,1,1,"ES014","Moderate",1,"","Fluvial","","","",,"FD",""
"ES","ES-2007-08-25",2007,25/08/2007,26/08/2007,11,11,"ES030","Very High",1,"","Fluvial","","Natural exceedance","",,"FD",""
"ES","ES-2007-08-29",2007,29/08/2007,30/08/2007,2,2,"ES010","High",1,"","Fluvial","Other","Natural exceedance","",,"FD",""
"ES","ES-2007-09-13",2007,12/09/2007,15/09/2007,6,5,"ES050,ES030,ES080","Very High",3,"","Fluvial","Other","Natural exceedance","",,"FD",""
"ES","ES-2007-09-17",2007,16/09/2007,18/09/2007,2,2,"ES010","High",2,"","Fluvial","Other","Natural exceedance","",,"FD",""
"ES","ES-2007-09-21",2007,21/09/2007,03/10/2007,8,8,"ES050,ES080,ES014","Very High",12,"","Fluvial","Other","Natural exceedance","",,"FD",""
"ES","ES-2007-10-16",2007,08/10/2007,20/10/2007,9,9,"ES050,ES080","Very High",12,"","Fluvial","Other","Natural exceedance","",,"FD",""
"ES","ES-2007-11-12",2007,12/11/2007,13/11/2007,2,2,"ES020","High",1,"","Fluvial","Other","Natural exceedance","",,"FD",""
"ES","ES-2007-11-21",2007,21/11/2007,22/11/2007,8,8,"ES050,ES014","High",1,"","Fluvial","","","",,"FD",""
"ES","ES-2007-12-24",2007,24/12/2007,25/12/2007,1,1,"ES150","Moderate",1,"","Fluvial","","","",,"FD",""
"ES","ES-2008-01-14",2008,14/01/2008,15/01/2008,5,5,"ES010","High",1,"","Fluvial","Other","Natural exceedance","",,"FD",""
"ES","ES-2008-04-07",2008,07/04/2008,08/04/2008,1,1,"ES030","Moderate",1,"","Fluvial","","Natural exceedance","",,"FD",""
"ES","ES-2008-04-09",2008,09/04/2008,10/04/2008,1,1,"ES014","Moderate",1,"","Fluvial","","","",,"FD",""
"ES","ES-2008-05-09",2008,03/05/2008,31/05/2008,5,4,"ES050,ES091","High",28,"","Fluvial","Medium onset flood","Natural exceedance","Rare",,"FD",""
"ES","ES-2008-06-01",2008,01/06/2008,02/06/2008,3,3,"ES017,ES018,ES091","Very High",1,"","Fluvial","","Natural exceedance","Very Rare",,"FD",""
"ES","ES-2008-09-22",2008,22/09/2008,23/09/2008,11,11,"ES050,ES030","Very High",1,"","Fluvial","","Natural exceedance","",,"FD",""
"ES","ES-2008-09-27",2008,27/09/2008,28/09/2008,1,1,"ES160","Moderate",1,"","Fluvial","","","",,"FD",""
"ES","ES-2008-09-29",2008,29/09/2008,30/09/2008,1,1,"ES150","Moderate",1,"","Fluvial","","","",,"FD",""
"ES","ES-2008-10-06",2008,06/10/2008,08/10/2008,4,4,"ES010","High",2,"","Fluvial","Other","Natural exceedance","",,"FD",""
"ES","ES-2008-10-10",2008,09/10/2008,14/10/2008,8,8,"ES010,ES030,ES080","Very High",5,"","Fluvial","Other","Natural exceedance","",,"FD",""
"ES","ES-2008-10-18",2008,18/10/2008,19/10/2008,1,1,"ES030","Moderate",1,"","Fluvial","","Natural exceedance","",,"FD",""
"ES","ES-2008-10-23",2008,22/10/2008,24/10/2008,4,4,"ES150,ES050,ES030,ES080","Very High",2,"","Fluvial","Other","Natural exceedance","",,"FD",""
"ES","ES-2008-10-26",2008,26/10/2008,27/10/2008,1,1,"ES160","Moderate",1,"","Fluvial","","","",,"FD",""
"ES","ES-2008-11-01",2008,01/11/2008,02/11/2008,1,1,"ES014","Moderate",1,"","Fluvial","","","",,"FD",""
"ES","ES-2008-11-27",2008,27/11/2008,28/11/2008,1,1,"ES160","Moderate",1,"","Fluvial","","","",,"FD",""
"ES","ES-2008-11-29",2008,29/11/2008,30/11/2008,1,1,"ES150","Moderate",1,"","Fluvial","","","",,"FD",""
"ES","ES-2008-12-01",2008,01/12/2008,02/12/2008,1,1,"ES160","Moderate",1,"","Fluvial","","","",,"FD",""
"ES","ES-2009-01-23",2009,23/01/2009,25/01/2009,4,4,"ES050,ES010","High",2,"","Fluvial","Other","Natural exceedance","",,"FD",""
"ES","ES-2009-01-27",2009,26/01/2009,29/01/2009,3,3,"ES017,ES091,ES014","High",3,"","Fluvial","","Natural exceedance","Frequent",,"FD",""
"ES","ES-2009-02-11",2009,11/02/2009,12/02/2009,1,1,"ES014","Moderate",1,"","Fluvial","","","",,"FD",""
"ES","ES-2009-06-06",2009,06/06/2009,07/06/2009,1,1,"ES014","Moderate",1,"","Fluvial","","","",,"FD",""
"ES","ES-2009-07-22",2009,22/07/2009,23/07/2009,1,1,"ES010","High",1,"","Fluvial","Other","Natural exceedance","",,"FD",""
"ES","ES-2009-08-09",2009,09/08/2009,11/08/2009,12,12,"ES030","Very High",2,"","Fluvial","","Natural exceedance","",,"FD",""
"ES","ES-2009-08-13",2009,13/08/2009,14/08/2009,2,2,"ES050","High",1,"","Fluvial","","","",,"FD",""
"ES","ES-2009-09-10",2009,10/09/2009,11/09/2009,1,1,"ES030","Moderate",1,"","Fluvial","","Natural exceedance","",,"FD",""
"ES","ES-2009-09-27",2009,27/09/2009,28/09/2009,,,"","High",2,"","","","","",,"DFO",""
"ES","ES-2009-10-05",2009,05/10/2009,06/10/2009,2,2,"ES014","High",1,"","Fluvial","","","",,"FD",""
"ES","ES-2009-10-07",2009,07/10/2009,08/10/2009,4,4,"ES030,ES014","High",1,"","Fluvial","","Natural exceedance","",,"FD",""
"ES","ES-2009-10-09",2009,09/10/2009,10/10/2009,1,1,"ES014","Moderate",1,"","Fluvial","","","",,"FD",""
"ES","ES-2009-10-25",2009,25/10/2009,26/10/2009,1,1,"ES014","Moderate",1,"","Fluvial","","","",,"FD",""
"ES","ES-2009-11-01",2009,01/11/2009,02/11/2009,1,1,"ES014","Moderate",1,"","Fluvial","","","",,"FD",""
"ES","ES-2009-11-11",2009,10/11/2009,14/11/2009,6,6,"ES010,ES091,ES014","High",4,"","Fluvial","Other","Natural exceedance","Frequent",,"FD",""
"ES","ES-2009-11-15",2009,15/11/2009,16/11/2009,9,9,"ES010,ES014","High",1,"","Fluvial","Other","Natural exceedance","",,"FD",""
"ES","ES-2009-11-17",2009,17/11/2009,18/11/2009,1,1,"ES014","Moderate",1,"","Fluvial","","","",,"FD",""
"ES","ES-2009-11-26",2009,25/11/2009,27/11/2009,2,2,"ES091,ES014","High",2,"","Fluvial","","Natural exceedance","",,"FD",""
"ES","ES-2009-11-29",2009,29/11/2009,01/12/2009,2,2,"ES014","High",2,"","Fluvial","","","",,"FD",""
"ES","ES-2009-12-06",2009,06/12/2009,09/12/2009,14,14,"ES010,ES014","Very High",3,"","Fluvial","Other","Natural exceedance","",,"FD",""
"ES","ES-2009-12-21",2009,21/12/2009,07/01/2010,55,55,"ES050,ES010,ES020,ES030,ES040,ES014","Very High",17,"","Fluvial,Sea water","Other","Natural exceedance","",,"FD",""
"ES","ES-2010-01-14",2010,12/01/2010,18/01/2010,48,41,"ES050,ES010,ES020,ES040,ES091,ES014","Very High",6,"","Fluvial","Other","Natural exceedance,Defence exceedance,Defence or infrastructural failure","Very Rare",,"FD",""
"ES","ES-2010-01-23",2010,23/01/2010,24/01/2010,5,5,"ES014","High",1,"","Fluvial,Pluvial","","","",,"FD",""
"ES","ES-2010-01-31",2010,31/01/2010,01/02/2010,1,1,"ES014","Moderate",1,"","Sea water","","","",,"FD",""
"ES","ES-2010-02-09",2010,09/02/2010,10/02/2010,1,1,"ES050","Moderate",1,"","Fluvial","","","",,"FD",""
"ES","ES-2010-02-16",2010,16/02/2010,19/02/2010,4,4,"ES050,ES020","High",3,"","Fluvial","Other","Natural exceedance","",,"FD",""
"ES","ES-2010-02-24",2010,22/02/2010,06/03/2010,60,59,"ES050,ES010,ES020,ES040,ES014","Very High",12,"","Fluvial","Other,Flash flood","Natural exceedance","",,"FD",""
"ES","ES-2010-03-08",2010,08/03/2010,09/03/2010,2,2,"ES100","High",1,"","Fluvial","","Natural exceedance","",,"FD",""
"ES","ES-2010-03-20",2010,20/03/2010,22/03/2010,3,3,"ES020","High",2,"","Fluvial","Other","Natural exceedance","",,"FD",""
"ES","ES-2010-03-25",2010,25/03/2010,27/03/2010,1,1,"ES020","Moderate",2,"","Fluvial","Other","Natural exceedance","",,"FD",""
"ES","ES-2010-03-30",2010,30/03/2010,31/03/2010,2,2,"ES020,ES014","High",1,"","Fluvial","Other","Natural exceedance","",,"FD",""
"ES","ES-2010-04-15",2010,15/04/2010,16/04/2010,1,1,"ES010","High",1,"","Fluvial","Other","Natural exceedance","",,"FD",""
"ES","ES-2010-04-18",2010,18/04/2010,19/04/2010,1,1,"ES050","Moderate",1,"","Fluvial","","","",,"FD",""
"ES","ES-2010-05-24",2010,24/05/2010,25/05/2010,1,1,"ES014","Moderate",1,"","Fluvial","","","",,"FD",""
"ES","ES-2010-06-09",2010,09/06/2010,12/06/2010,22,22,"ES014,ES010","Very High",3,"","Fluvial,Pluvial","Other","Natural exceedance","",,"FD",""
"ES","ES-2010-06-13",2010,13/06/2010,15/06/2010,3,3,"ES017,ES018,ES030","High",2,"","Fluvial","","Natural exceedance","",,"FD",""
"ES","ES-2010-06-16",2010,16/06/2010,19/06/2010,6,6,"ES020","High",3,"","Fluvial","Other","Natural exceedance","",,"FD",""
"ES","ES-2010-06-26",2010,24/06/2010,28/06/2010,5,5,"ES010,ES030","Very High",4,"","Fluvial","Other","Natural exceedance","",,"FD",""
"ES","ES-2010-07-08",2010,08/07/2010,10/07/2010,2,2,"ES014","High",2,"","Fluvial","","","",,"FD",""
"ES","ES-2010-08-10",2010,10/08/2010,11/08/2010,2,2,"ES091","Very High",1,"","Fluvial","","Natural exceedance","Very Rare",,"FD",""
"ES","ES-2010-08-18",2010,18/08/2010,20/08/2010,3,3,"ES050,ES030","High",2,"","Fluvial","","Natural exceedance","",,"FD",""
"ES","ES-2010-09-16",2010,16/09/2010,17/09/2010,1,1,"ES030","Moderate",1,"","Fluvial","","Natural exceedance","",,"FD",""
"ES","ES-2010-10-03",2010,03/10/2010,04/10/2010,2,2,"ES014","High",1,"","Fluvial","","","",,"FD",""
"ES","ES-2010-10-08",2010,08/10/2010,09/10/2010,1,1,"ES014","Moderate",1,"","Fluvial","","","",,"FD",""
"ES","ES-2010-10-10",2010,10/10/2010,11/10/2010,2,2,"ES050","High",1,"","Fluvial","","","",,"FD",""
"ES","ES-2010-10-13",2010,13/10/2010,14/10/2010,5,5,"ES100","High",1,"","Fluvial","","Natural exceedance","",,"FD",""
"ES","ES-2010-10-30",2010,30/10/2010,31/10/2010,1,1,"ES014","Moderate",1,"","Fluvial","","","",,"FD",""
"ES","ES-2010-11-13",2010,13/11/2010,14/11/2010,3,3,"ES014","High",1,"","Fluvial","","","",,"FD",""
"ES","ES-2010-11-15",2010,15/11/2010,16/11/2010,4,4,"ES010","High",1,"","Fluvial","Other","Natural exceedance","",,"FD",""
"ES","ES-2010-11-19",2010,19/11/2010,21/11/2010,2,2,"ES014","High",2,"","Fluvial","","","",,"FD",""
"ES","ES-2010-12-06",2010,05/12/2010,10/12/2010,41,41,"ES050,ES020,ES030,ES040,ES014","Very High",5,"","Fluvial","Other","Natural exceedance","",,"FD","Data on Fatalities obtained from EM-DAT"
"ES","ES-2010-12-18",2010,18/12/2010,20/12/2010,3,3,"ES050","High",2,"","Fluvial","","","",,"FD",""
"ES","ES-2010-12-22",2010,22/12/2010,26/12/2010,12,12,"ES050,ES020","Very High",4,"","Fluvial,Groundwater,Pluvial","Other","Natural exceedance","",,"FD",""
"ES","ES-2010-12-29",2010,29/12/2010,30/12/2010,1,1,"ES014","Moderate",1,"","Fluvial","","","",,"FD",""
"ES","ES-2010-12-31",2010,31/12/2010,01/01/2011,1,1,"ES050","Moderate",1,"","Sea water","","","",,"FD",""
"ES","ES-2011-01-06",2011,06/01/2011,10/01/2011,19,19,"ES010,ES020,ES014","Very High",4,"","Fluvial","Other","Natural exceedance","",,"FD",""
"ES","ES-2011-03-15",2011,15/03/2011,18/03/2011,3,3,"ES100","High",3,"","Fluvial","","Natural exceedance","",,"FD",""
"ES","ES-2011-04-21",2011,21/04/2011,22/04/2011,13,13,"ES050,ES030","Very High",1,"","Fluvial,Artificial water-bearing infrastructure","","Natural exceedance","",,"FD",""
"ES","ES-2011-04-23",2011,23/04/2011,24/04/2011,1,1,"ES030","Moderate",1,"","Fluvial","","Natural exceedance","",,"FD",""
"ES","ES-2011-05-06",2011,06/05/2011,07/05/2011,1,1,"ES030","High",1,"","Fluvial","","Natural exceedance","",,"FD",""
"ES","ES-2011-05-18",2011,18/05/2011,19/05/2011,1,1,"ES050","Moderate",1,"","","","","",,"FD",""
"ES","ES-2011-05-26",2011,26/05/2011,27/05/2011,3,3,"ES030","High",1,"","Fluvial","","Natural exceedance","",,"FD",""
"ES","ES-2011-06-07",2011,06/06/2011,09/06/2011,4,4,"ES050,ES030","High",3,"","Fluvial","","Natural exceedance","",,"FD",""
"ES","ES-2011-09-01",2011,01/09/2011,02/09/2011,3,3,"ES050","High",1,"","","","","",,"FD",""
"ES","ES-2011-10-25",2011,25/10/2011,26/10/2011,1,1,"ES030","High",1,"","Fluvial","","Natural exceedance","",,"FD",""
"ES","ES-2011-11-07",2011,07/11/2011,07/11/2011,,,"","Very High",,"","","","","",,"EM-DAT",""
"ES","ES-2012-09-28",2012,28/09/2012,29/09/2012,,,"","Very High",1,"","","","","",,"EM-DAT",""
"ES","ES-2012-11-13",2012,13/11/2012,18/11/2012,,,"","High",6,"","","","","",,"DFO",""
"ES","ES-2013-03-13",2013,13/03/2013,17/03/2013,,,"","High",5,"","","","","",,"DFO",""
"ES","ES-2013-03-31",2013,31/03/2013,03/04/2013,,,"","Very High",4,"","","","","",,"DFO",""
"ES","ES-2013-06-18",2013,18/06/2013,19/06/2013,,,"","Moderate",1,"","","","","",,"EM-DAT",""
"ES","ES-AC06-004",2006,,,1,1,"ES014","Moderate",,"","Fluvial","","","",,"FD",""
"ES","ES-AC06-021",2006,,,1,1,"ES014","Moderate",,"","Fluvial","","","",,"FD",""
"ES","ES-AC06-024",2006,,,1,1,"ES014","Moderate",,"","Fluvial","","","",,"FD",""
"ES","ES-AC06-036",2006,,,1,1,"ES014","Moderate",,"","Fluvial","","","",,"FD",""
"ES","ES-AC06-050",2006,,,1,1,"ES014","Moderate",,"","Fluvial","","","",,"FD",""
"ES","ES-AC06-077",2006,,,1,1,"ES014","Moderate",,"","Fluvial","","","",,"FD",""
"ES","ES-AC06-119",2006,,,1,1,"ES014","Moderate",,"","Fluvial","","","",,"FD",""
"ES","ES-AC06-127",2006,,,1,1,"ES014","Moderate",,"","Fluvial","","","",,"FD",""
"ES","ES-AC06-132",2006,,,1,1,"ES014","Moderate",,"","Fluvial","","","",,"FD",""
"ES","ES-AC06-135",2006,,,1,1,"ES014","Moderate",,"","Fluvial","","","",,"FD",""
"ES","ES-AC06-141",2006,,,1,1,"ES014","Moderate",,"","Fluvial","","","",,"FD",""
"ES","ES-AC06-143",2006,,,1,1,"ES014","Moderate",,"","Fluvial","","","",,"FD",""
"ES","ES-AC06-144",2006,,,1,1,"ES014","Moderate",,"","Fluvial","","","",,"FD",""
"ES","ES-AC06-146",2006,,,1,1,"ES014","Moderate",,"","Fluvial","","","",,"FD",""
"ES","ES-AC06-148",2006,,,1,1,"ES014","Moderate",,"","Fluvial","","","",,"FD",""
"ES","ES-AC06-149",2006,,,1,1,"ES014","Moderate",,"","Fluvial","","","",,"FD",""
"ES","ES-AC06-150",2006,,,1,1,"ES014","Moderate",,"","Fluvial","","","",,"FD",""
"ES","ES-AC06-158",2006,,,1,1,"ES014","Moderate",,"","Fluvial","","","",,"FD",""
"ES","ES-AC06-159",2006,,,1,1,"ES014","Moderate",,"","Fluvial","","","",,"FD",""
"ES","ES-AC06-160",2006,,,1,1,"ES014","Moderate",,"","Fluvial","","","",,"FD",""
"ES","ES-AC06-166",2006,,,1,1,"ES014","Moderate",,"","Fluvial","","","",,"FD",""
"ES","ES-AC06-218",2006,,,1,1,"ES014","Moderate",,"","Fluvial","","","",,"FD",""
"ES","ES-AC06-221",2006,,,1,1,"ES014","Moderate",,"","Fluvial","","","",,"FD",""
"ES","ES-AC06-230",2006,,,1,1,"ES014","Moderate",,"","Fluvial","","","",,"FD",""
"ES","ES-AC06-235",2006,,,1,1,"ES014","Moderate",,"","Fluvial","","","",,"FD",""
"ES","ES-AC06-240",2006,,,1,1,"ES014","Moderate",,"","Fluvial","","","",,"FD",""
"ES","ES-AC06-245",2006,,,1,1,"ES014","Moderate",,"","Fluvial","","","",,"FD",""
"ES","ES-AC06-248",2006,,,1,1,"ES014","Moderate",,"","Fluvial","","","",,"FD",""
"ES","ES-AC06-258",2006,,,1,1,"ES014","Moderate",,"","Fluvial","","","",,"FD",""
"ES","ES-AC06-265",2006,,,1,1,"ES014","Moderate",,"","Fluvial","","","",,"FD",""
"ES","ES-AC06-271",2006,,,1,1,"ES014","Moderate",,"","Fluvial","","","",,"FD",""
"ES","ES-AC06-272",2006,,,1,1,"ES014","Moderate",,"","Fluvial","","","",,"FD",""
"ES","ES-AC06-280",2006,,,1,1,"ES014","Moderate",,"","Fluvial","","","",,"FD",""
"ES","ES-AC06-295",2006,,,1,1,"ES014","Moderate",,"","Fluvial","","","",,"FD",""
"ES","ES-AC06-296",2006,,,1,1,"ES014","Moderate",,"","Fluvial","","","",,"FD",""
"ES","ES-AC06-308",2006,,,1,1,"ES014","Moderate",,"","Fluvial","","","",,"FD",""
"ES","ES-AC06-310",2006,,,1,1,"ES014","Moderate",,"","Fluvial","","","",,"FD",""
"ES","ES-AC06-316",2006,,,1,1,"ES014","Moderate",,"","Fluvial","","","",,"FD",""
"ES","ES-EDPH-001",2006,,,1,1,"ES014","Moderate",,"","Fluvial","","","",,"FD",""
"ES","ES-EDPH-002",2006,,,1,1,"ES014","Moderate",,"","Fluvial","","","",,"FD",""
"ES","ES-EDPH-003",2006,,,1,1,"ES014","Moderate",,"","Fluvial","","","",,"FD",""
"ES","ES-EDPH-005",2006,,,1,1,"ES014","Moderate",,"","Fluvial","","","",,"FD",""
"ES","ES-EDPH-006",1990,,,1,1,"ES014","Moderate",,"","Fluvial","","","",,"FD",""
"ES","ES-EDPH-007",2006,,,1,1,"ES014","Moderate",,"","Fluvial","","","",,"FD",""
"ES","ES-ES010-LE-05-01_19960100-19960100",1996,,,1,1,"ES010","High",,"","Fluvial","Other","Natural exceedance","",,"FD",""
"ES","ES-ES010-LE-05-01_20001200-20001200",2000,,,1,1,"ES010","High",,"","Fluvial","Other","Natural exceedance","",,"FD",""
"ES","ES-ES010-LE-05-01_20040800-20040800",2004,,,1,1,"ES010","High",,"","Fluvial","Other","Natural exceedance","",,"FD",""
"ES","ES-ES010-LU-03-01_19931200-19931200",1993,,,1,1,"ES010","High",,"","Fluvial","Other","Natural exceedance","",,"FD",""
"ES","ES-ES010-LU-03-01_20040000-20040000",2004,,,1,1,"ES010","High",,"","Fluvial","Other","Natural exceedance","",,"FD",""
"ES","ES-ES010-LU-04-01_19810000-19810000",1981,,,1,1,"ES010","High",,"","Fluvial","Other","Natural exceedance","",,"FD",""
"ES","ES-ES010-LU-04-01_19940000-19940000",1994,,,1,1,"ES010","High",,"","Fluvial","Other","Natural exceedance","",,"FD",""
"ES","ES-ES010-LU-04-02_19810000-19810000",1981,,,1,1,"ES010","High",,"","Fluvial","Other","Natural exceedance","",,"FD",""
"ES","ES-ES010-LU-04-02_19880000-19880000",1988,,,1,1,"ES010","High",,"","Fluvial","Other","Natural exceedance","",,"FD",""
"ES","ES-ES010-LU-04-03_19931200-19931200",1993,,,1,1,"ES010","High",,"","Fluvial","Other","Natural exceedance","",,"FD",""
"ES","ES-ES010-OU-01-04_20001200-20001200",2000,,,1,1,"ES010","High",,"","Fluvial","Other","Natural exceedance","",,"FD",""
"ES","ES-ES010-OU-01-05_20001200-20001200",2000,,,1,1,"ES010","High",,"","Fluvial","Other","Natural exceedance","",,"FD",""
"ES","ES-ES010-OU-01-06_19980000-19980000",1998,,,1,1,"ES010","High",,"","Fluvial","Other","Natural exceedance","",,"FD",""
"ES","ES-ES010-OU-01-06_20001200-20001200",2000,,,1,1,"ES010","High",,"","Fluvial","Other","Natural exceedance","",,"FD",""
"ES","ES-ES010-OU-01-06_20010300-20010300",2001,,,1,1,"ES010","High",,"","Fluvial","Other","Natural exceedance","",,"FD",""
"ES","ES-ES010-OU-01-06_20021200-20021200",2002,,,1,1,"ES010","High",,"","Fluvial","Other","Natural exceedance","",,"FD",""
"ES","ES-ES010-OU-02-02_19841100-19841100",1984,,,1,1,"ES010","High",,"","Fluvial","Other","Natural exceedance","",,"FD",""
"ES","ES-ES010-OU-02-02_20001100-20001100",2000,,,1,1,"ES010","High",,"","Fluvial","Other","Natural exceedance","",,"FD",""
"ES","ES-ES010-OU-02-02_20001200-20001200",2000,,,1,1,"ES010","High",,"","Fluvial","Other","Natural exceedance","",,"FD",""
"ES","ES-ES010-OU-02-02_20010100-20010100",2001,,,1,1,"ES010","High",,"","Fluvial","Other","Natural exceedance","",,"FD",""
"ES","ES-ES010-OU-06-02_20001200-20001200",2000,,,1,1,"ES010","High",,"","Fluvial","Other","Natural exceedance","",,"FD",""
"ES","ES-ES020-1800001-49275-020",1981,,,1,1,"ES020","Moderate",,"","Fluvial","Other","Natural exceedance","",,"FD",""
"ES","ES-ES020-1800265-49087-001",2002,,,1,1,"ES020","Moderate",,"","Fluvial","Other","Natural exceedance","",,"FD",""
"ES","ES-ES063_19960000-19960000",1996,,,1,1,"ES063","Moderate",,"","Fluvial","","","",,"FD",""
"ES","ES-ES063_19970000-19970000",1997,,,1,1,"ES063","Moderate",,"","Pluvial","","","",,"FD",""
"ES","ES-ES091_00797",1980,,,1,1,"ES091","Moderate",,"","Fluvial","","Natural exceedance","Frequent",,"FD",""
"ES","ES-ES091_00798",1980,,,1,1,"ES091","Moderate",,"","Fluvial","","Natural exceedance","Frequent",,"FD",""
"ES","ES-ES091_01135",1983,,,1,1,"ES091","Moderate",,"","Fluvial","","Natural exceedance","Frequent",,"FD",""
"ES","ES-ES091_01137",1983,,,1,1,"ES091","Moderate",,"","Fluvial","","Natural exceedance","Frequent",,"FD",""
"ES","ES-ES091_01138",1983,,,1,1,"ES091","Moderate",,"","Fluvial","","Natural exceedance","",,"FD",""
"ES","ES-ES091_01140",1983,,,1,1,"ES091","Moderate",,"","Fluvial","","Natural exceedance","Frequent",,"FD",""
"ES","ES-ES091_04147",1983,,,1,1,"ES091","Moderate",,"","Fluvial","","Natural exceedance","",,"FD",""
"ES","ES-ES091_04149",1983,,,1,1,"ES091","Moderate",,"","Fluvial","","Natural exceedance","",,"FD",""
"ES","ES-ES091_04711",2003,,,1,1,"ES091","High",,"","Fluvial","","Natural exceedance","Rare",,"FD",""
"ES","ES-ES091_06119",1992,,,1,1,"ES091","High",,"","Fluvial","","Defence exceedance","Rare",,"FD",""
"ES","ES-ES091_06130",1980,,,1,1,"ES091","Very High",,"","Fluvial","","Defence exceedance","Very Rare",,"FD",""
"ES","ES-ES091_06132",1980,,,1,1,"ES091","Very High",,"","Fluvial","","Defence exceedance","Very Rare",,"FD",""
"ES","ES-ES091_06133",1980,,,1,1,"ES091","High",,"","Fluvial","","Defence exceedance","Rare",,"FD",""
"ES","ES-ES091_06134",1980,,,1,1,"ES091","High",,"","Fluvial","","Defence exceedance","Rare",,"FD",""
"ES","ES-ES091_06139",1981,,,1,1,"ES091","High",,"","Fluvial","","Defence exceedance","Rare",,"FD",""
"ES","ES-ES091_06148",1992,,,1,1,"ES091","Very High",,"","Fluvial","","Defence exceedance","Very Rare",,"FD",""
"ES","ES-ES091_07540",1995,,,1,1,"ES091","Moderate",,"","Fluvial","","Defence exceedance","Frequent",,"FD",""
"ES","ES-ES091_12305",2004,,,1,1,"ES091","Moderate",,"","Fluvial","","","",,"FD",""
"ES","ES-ES091_12310",2004,,,1,1,"ES091","High",,"","Fluvial","","","Rare",,"FD",""
"ES","ES-ES091_12317",2003,,,1,1,"ES091","High",,"","Fluvial","","","Rare",,"FD",""
"ES","ES-ES091_12322",2004,,,1,1,"ES091","Moderate",,"","Fluvial","","","",,"FD",""
"ES","ES-ES091_12325",2000,,,1,1,"ES091","High",,"","Fluvial","","","Rare",,"FD",""
"ES","ES-ES091_12326",2004,,,1,1,"ES091","High",,"","Fluvial","","","Rare",,"FD",""
"ES","ES-ES091_12327",2004,,,1,1,"ES091","High",,"","Fluvial","","","Rare",,"FD",""
"ES","ES-ES091_12328",2004,,,1,1,"ES091","Moderate",,"","Fluvial","","","",,"FD",""
